uniqueid,title,start_academic_month,start_academic_year,end_academic_month,end_academic_year,first_author,second_author,third_author,other_authors,is_student_author,student_name,student_batch,specification,publication_type,publication_name,publisher,year_of_publishing,month_of_publishing,volume,page_number,indexing,quartile,citation,doi,front_page_path,url,ISSN,verified,admin_verified,impact_factor
2020ZEYKYYC,"An enhanced OCT image captioning system to assist ophthalmologists in detecting and classifying eye diseases",JUL,2020,JUN,2021,"V. Sivamurugan, P. Indumathi",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of X-ray Science and Technology",NULL,2020,9,28,975-988,"Scopus, Web of Sciences",Q2,NULL,10.3233/xst-200697,NULL,https://content.iospress.com/journals/journal-of-x-ray-science-and-technology/Pre-press/Pre-press,8953996,False,False,3
2021AOMsXvH,"Performance Analysis of Nature Inspired Load balancing Algorithm in Cloud Environment",JUL,2020,JUN,2021,"Arulkumar. V, Dr.N.Bhalaji",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Ambient Intelligence and Humanized computing",NULL,2021,3,12,NULL,Scopus,Q1,NULL,10.1007/s12652-019-01655-x,NULL,https://www.springer.com/journal/12652,1868-5145,False,False,0
2021aYSebLN,"TS-IoT: Trustworthy and Secure Smart Wearable Device for Child Tracking and Monitoring System",JUL,2020,JUN,2021,"S. Chithra, R. Yugha, Aishwarya S., Mythreyi R., Niranjana Devi V.,",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"LINGUISTICA ANTVERPIENSIA",NULL,2021,5,NULL,NULL,"Scopus, Web of Sciences",Q1,NULL,NULL,NULL,https://lans-tts.uantwerpen.be/index.php/LANS-TTS/index,3042294,False,False,NULL
2021BiuBtmC,"A deep learning approach for robust speaker identification using chroma energy normalized statistics and mel frequency cepstral coefficients",JUL,2021,JUN,2022,"J. V. Thomas Abraham, A. Nayeemulla Khan, A. Shahina",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Speech Technology",NULL,2021,8,NULL,NULL,Scopus,Q1,NULL,10.1007/s10772-021-09888-y,NULL,http://dx.doi.org/10.1007/s10772-021-09888-y,1381-2416,False,False,NULL
2021BqKzvsc,"Hybrid Bird Swarm Optimized Quasi Affine Algorithm Based Node Location",JUL,2021,JUN,2022,"E. M. Malathy, Mythili Asaithambi, Alagu Dheeraj, Kannan Arputharaj",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"WIRELESS PERSONAL COMMUNICATIONS",NULL,2021,8,NULL,NULL,"Scopus, Web of Sciences",Q2,NULL,10.1007/s11277-021-08934-,NULL,http://dx.doi.org/10.1007/s11277-021-08934-,0929-6212,False,False,NULL
2021bVoxzLD,"Metamaterial-loaded multiband antenna for embedded automotive Internet-of-Things communications",JUL,2021,JUN,2022,"Malathy E M, Thanikachalam V, Ruby D, Manikandan N",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS",NULL,2021,10,34,NULL,"Scopus, Web of Sciences",Q2,NULL,10.1002/dac.4941,NULL,http://dx.doi.org/10.1002/dac.4941,1074-5351,False,False,2.1
2021CgkBcEO,"Hand sign recognition by visible and thermal images using modified quality local thresholding technique",JUL,2020,JUN,2021,"Gajalakshmi, T. Sree Sharmila",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Environmental Protection and Ecology",NULL,2021,3,22,NULL,Scopus,Q3,NULL,NULL,NULL,https://scibulcom.net/en/journal/1311-5065,13115065,False,False,0
2021dLCsJzC,"Tweet-scan-post: a system for analysis of sensitive private data disclosure in online social media",JUL,2021,JUN,2022,"R. Geetha, S. Karthika, Ponnurangam Kumaraguru",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"KNOWLEDGE AND INFORMATION SYSTEMS",NULL,2021,7,63,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1007/s10115-021-01592-2,NULL,http://dx.doi.org/10.1007/s10115-021-01592-2,0219-1377,False,False,2.7
2021eCJEWqy,"Degenerative disc disease diagnosis from lumbar MR images using hybrid features",JUL,2020,JUN,2021,"Beulah, T. Sree Sharmila, V.K. Pramod",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"The Visual Computer",NULL,2021,5,38,NULL,"Scopus, Web of Sciences",Q2,NULL,10.1007/s00371-021-02154-x,NULL,https://www.springer.com/journal/371,14322315,False,False,3.5
2021eOLKDpZ,"A novel data hiding by image interpolation using edge quad-tree block complexity",JUL,2021,JUN,2022,"R. RoselinKiruba, T. Sree Sharmila",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"The Visual Computer",NULL,2021,10,39,NULL,"Scopus, Web of Sciences",Q2,NULL,10.1007/s00371-021-02312-1,NULL,http://dx.doi.org/10.1007/s00371-021-02312-1,0178-2789,False,False,3.5
2021eZuFEhU,"Proactive maintenance of small wind turbines using IoT and machine learning models",JUL,2020,JUN,2021,"Yoganand Selvaraj & Chithra Selvaraj",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Green Energy",NULL,2021,6,19,463-475,"Scopus, Web of Sciences",Q2,NULL,10.1080/15435075.2021.1930004,NULL,https://www.tandfonline.com/journals/ljge20,15435075,False,False,3.3
2021fssLyNM,"Fruit-Fly optimization-based feature integration in image retrieval",JUL,2021,JUN,2022,"Pavithra Latha Kumaresan, Subbulakshmi Pasupathi, Sindhia Lingaswamy, Sree Sharmila Thangaswamy, Vimal Shunmuganathan and Danilo Pelusi",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"MATHEMATICAL BIOSCIENCES AND ENGINEERING",NULL,2021,7,18,6178-6197,"Scopus, Web of Sciences",Q1,NULL,10.3934/mbe.2021309,NULL,http://dx.doi.org/10.3934/mbe.2021309,1551-0018,False,False,2.6
2021FsyDRkP,"Reconstructed phase space portraits for detecting brain diseases using deep learning",JUL,2021,JUN,2022,"N. Ilakiyaselvan, A. Nayeemulla Khan, A. Shahina",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"BIOMEDICAL SIGNAL PROCESSING AND CONTROL",NULL,2021,10,71,103278,"Scopus, Web of Sciences",Q1,NULL,10.1016/j.bspc.2021.103278,NULL,http://dx.doi.org/10.1016/j.bspc.2021.103278,1746-8094,False,False,5.1
2021fZRMbbQ,"Secure data hiding by fruit fly optimization improved hybridized seeker algorithm",JUL,2020,JUN,2021,"Roselin Kiruba, R., Sree Sharmila, T.",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Multidim Syst Sign Process",NULL,2021,4,32,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1007/s11045-019-00697-w,NULL,https://www.springer.com/journal/11045,15730824,False,False,2.5
2021gnGgBbz,"IoT-Cloud Empowered Aerial Scene Classification for Unmanned Aerial Vehicles in Computers,",JUL,2021,JUN,2022,"K. R. Uthayan, G. Lakshmi Vara Prasad, V. Mohan, C. Bharatiraja, Irina V. Pustokhina, Denis A. Pustokhin, Vicente GarcQian DQian z",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Computers, Materials & Continua",NULL,2021,10,70,5161-5177,"Scopus, Web of Sciences",Q1,NULL,10.32604/cmc.2022.021300,NULL,http://dx.doi.org/10.32604/cmc.2022.021300,1546-2226,False,False,3.1
2021IcYPxmR,"NoRegINT—A Tool for Performing OSINT and Analysis from Social Media",JUL,2020,JUN,2021,"Dr. S.Karthika, Dr. N.Bhalaji, Dr. S.Chithra, N. Sri Harikarthick, Debadyuti Bhattacharya",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Lecture Notes in Networks and Systems",NULL,2021,3,173,NULL,Scopus,Q4,0,10.1007/978-981-33-4305-4,NULL,https://link.springer.com/book/10.1007/978-981-33-4305-4,23673370,False,False,0
2021mBfQgyS,"EarNet: Biometric Embeddings for End to End Person Authentication System Using Transient Evoked Otoacoustic Emission Signals",JUL,2021,JUN,2022,"Akshath Varugeese, A. Shahina, Khadar Nawas, A. Nayeemulla Khan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"NEURAL PROCESSING LETTERS",NULL,2021,11,54,21-41,"Scopus, Web of Sciences",Q2,NULL,10.1007/s11063-021-10546-2,NULL,http://dx.doi.org/10.1007/s11063-021-10546-2,1370-4621,False,False,3.1
2021moadihj,"Understanding Lombard Speech: A Review of compensation techniques towards improving Speech Based Recognition Systems",JUL,2020,JUN,2021,"Uma Maheswari S, Shahina A, and Nayeemulla Khan A",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Artificial Intelligence Review",NULL,2021,4,54,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1007/s10462-020-09907-5,NULL,https://www.springer.com/journal/10462,2692821,False,False,12
2021mscrefg,"Underwater Acoustic Image Denoising Using Stationary Wavelet Transform and Various Shrinkage Functions",JUL,2021,JUN,2022,"Priyadharsini Ravisankar, Sree Sharmila Thangaswamy",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Electronic Letters on Computer Vision and Image Analysis",NULL,2021,12,20,38-50,Scopus,Q3,NULL,10.5565/rev/elcvia.1360,NULL,http://dx.doi.org/10.5565/rev/elcvia.1360,1577-5097,False,False,0
2021NOZjcES,"Miniaturized Dual-Band Metamaterial-Loaded Antenna for Heterogeneous Vehicular Communication Networks",JUL,2020,JUN,2021,"E. M. Malathy,I. R. Praveen Joe, P. Ajitha",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"IETE Journal of Research",NULL,2021,3,69,2436-2445,"Scopus, Web of Sciences",Q2,NULL,10.1080/03772063.2021.1892539,NULL,https://www.tandfonline.com/journals/tijr20,NULL,False,False,1.5
2021OKolcqQ,"Optimised feature selection for early cancer detection",JUL,2021,JUN,2022,"K.R. Uthayan, S. Mohanavalli, B. Nivetha, S. Dhivya",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Genetika, Drustvo Geneticara Srbije",NULL,2021,9,53,1297-1309,Scopus,Q3,NULL,10.2298/gensr2103297u,NULL,http://dx.doi.org/10.2298/gensr2103297u,0534-0012,False,False,0
2021OOFnlJz,"Performance evaluation of encryption algorithm using fruit fly optimization improved hybridized seeker and PVD algorithm",JUL,2021,JUN,2022,"R. Roselinkiruba, T. Sree Sharmila",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Information Technology",NULL,2021,8,13,NULL,Scopus,Q2,NULL,10.1007/s41870-021-00774-z,NULL,http://dx.doi.org/10.1007/s41870-021-00774-z,2511-2104,False,False,0
2021oUhuEQh,"Rumor Identification and Verification for Text in Social Media Conten",JUL,2021,JUN,2022,"P Suthanthira Devi, S Karthika",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"COMPUTER JOURNAL",NULL,2021,9,65,NULL,"Scopus, Web of Sciences",Q2,NULL,10.1093/comjnl/bxab118,NULL,http://dx.doi.org/10.1093/comjnl/bxab118,0010-4620,False,False,1.4
2021pQiXcpe,"Intelligent Deep Learning Based Disease Diagnosis Using Biomedical Tongue Images",JUL,2021,JUN,2022,"V. Thanikachalam, S. Shanthi, K. Kalirajan, Sayed Abdel-Khalek, Mohamed Omri, Lotfi M. Ladhar",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"CMC-COMPUTERS MATERIALS &CONTINUA, TECH SCIENCE PRESS",NULL,2021,10,70,5667-5681,"Scopus, Web of Sciences",Q1,NULL,10.32604/cmc.2022.020965,NULL,http://dx.doi.org/10.32604/cmc.2022.020965,1546-2226,False,False,3.1
2021qSLYADy,"Biometric identification using transient evoked otoacoustic emission signals based on recurrence plots and convolutional neural networks",JUL,2020,JUN,2021,"Shahina A, Harshini V, Dhanwin, Khadar Nawas K, Nayeemulla Khan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Huazhong University of Science and Technology",NULL,2021,1,50,NULL,Scopus,NULL,NULL,NULL,NULL,NULL,16720733,False,False,0
2021QvVweit,"Enhancing Speech Quality Using Artificial Bandwidth Expansion with Deep Shallow Convolution Neural Network Framework",JUL,2021,JUN,2022,"N. Radha, R. B. Jananie, A. Anto Silviya",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"FLUCTUATION AND NOISE LETTERS",NULL,2021,7,21,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1142/s0219477522500080,NULL,http://dx.doi.org/10.1142/s0219477522500080,0219-4775,False,False,1.8
2021RyHIUtG,"End-to-End Speech Recognition of Tamil Language",JUL,2021,JUN,2022,"Mohamed Hashim Changrampadi, A. Shahina, M. Badri Narayanan, A. Nayeemulla Khan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Intelligent Automation and Soft Computing, Tech Science Press",NULL,2021,11,32,1309-1323,"Scopus, Web of Sciences",Q2,NULL,10.32604/iasc.2022.022021,NULL,http://dx.doi.org/10.32604/iasc.2022.022021,1079-8587,False,False,2
2021svmXZrn,"Acoustic-visual based Accent Identification system using deep neural networks",JUL,2020,JUN,2021,"Radha N, Sachin Madhavan RM",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"REVISTA ARGENTINA DE CLINICA PSICOLOGICA",NULL,2021,1,30,NULL,"Scopus, Web of Sciences",NULL,NULL,NULL,NULL,https://www.revistaclinicapsicologica.com/,3276716,False,False,0.508
2021sVzRYwD,"Assurance on data integrity in cloud data centre using PKI built RDIC method",JUL,2020,JUN,2021,"Arulkumar, V., R. Lathamanju, and A. Sandanakaruppan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Recent Trends in Communication and Electronics",NULL,2021,6,NULL,5,NULL,NULL,NULL,10.1201/9781003193838/recent-trends-communication-electronics-sanjay-sharma-astik-biswas-brajesh-kumar-kaushik-vibhav-sachan,NULL,https://www.taylorfrancis.com/books/edit/10.1201/9781003193838/recent-trends-communication-electronics-sanjay-sharma-astik-biswas-brajesh-kumar-kaushik-vibhav-sachan?refId=a2fde4ba-89f0-491e-be91-63f71b9f7339&context=ubx,9781003193838,False,False,0
2021ULdickN,"Blockchain-Based Chameleon Hashing Technique for Privacy Preservation in E-Governance System",JUL,2020,JUN,2021,"Ranjith Kumar, M.V., Bhalaji, N.",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Wireless Personal Communication (2020)",NULL,2021,3,118,NULL,"Scopus, Web of Sciences",Q2,NULL,10.1007/s11277-020-07907-w,NULL,https://www.springer.com/journal/11277,NULL,False,False,2.2
2021UshcqgO,"Impact of Singing Bowl Playing on the Brain Using EEG",JUL,2021,JUN,2022,"Sundharakumar K. B., Bhalaji N., Rema Devi R. K., Srinivasan R.",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Electrical Engineering and Technology",NULL,2021,9,12,55-66,Scopus,Q4,NULL,10.34218/ijeet.12.9.2021.006,NULL,http://dx.doi.org/10.34218/ijeet.12.9.2021.006,0976-6553,False,False,0
2021XadpGZX,"Recognition of hand signs based on geometrical features using machine learning and deep learning approaches",JUL,2021,JUN,2022,"J. Kulandai Josephine Julina, T. Sree Sharmila",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Revista Argentina De Clinica Psicologica",NULL,2021,12,30,175-183,"Scopus, Web of Sciences",Q4,NULL,NULL,NULL,https://www.revistaclinicapsicologica.com/data-cms/articles/20220312093540pmSSCI-708.pdf,3276716,False,False,0.5
2021xiugQPN,"An adaboost-modified classifier using particle swarm optimization and stochastic diffusion search in wireless IoT networks",JUL,2020,JUN,2021,"E. Suganya, C. Rajan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Wireless Networks",NULL,2021,5,27,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1007/s11276-020-02504-y,NULL,https://doi.org/10.1007/s11276-020-02504-y,1022-0038,False,False,NULL
2021YQnARVT,"Parkinson's Disease Detection using Machine Learning Techniques",JUL,2021,JUN,2022,"Radha N, Sachin Madhavan RM, Sameera holy S",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Revista Argentina de Clinica Psicologica",NULL,2021,8,30,543-552,"Scopus, Web of Sciences",Q4,NULL,NULL,NULL,https://www.revistaclinicapsicologica.com/archivesarticle.php?id=494,0327-6716,False,False,0.5
2021ZEhyAgt,"Auto-Off ID: Automatic Detection of Offensive Language in Social Media",JUL,2020,JUN,2021,"Geetha, R., S. Karthika, Chaluvadi Jwala Sowmika, and Bharathi M. Janani.",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Physics: Conference Series,  Volume 1911, International Conference on Innovative Technology for Sustainable Development 2021 (ICITSD 2021) 27-29 January 2021, Chennai, India",NULL,2021,1,1911,27-29,Scopus,Q4,NULL,10.1088/1742-6596/1911/1/012012,NULL,NULL,17426588,False,False,0
2022aQsURgP,"DetecSec: A Framework to Detect and Mitigate ARP Cache Poisoning Attacks",JUL,2021,JUN,2022,"Bhattacharya, D., Sri Hari Karthick, N., Suresh, P., Bhalaji, N.",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Lecture Notes on Data Engineering and Communications Technologies",NULL,2022,3,116,NULL,Scopus,Q3,1,10.1007/978-981-16-9605-3,NULL,https://doi.org/10.1007/978-981-16-9605-3,23674512,False,False,0
2022CjDwEAV,"An Enhanced and Efficient Permission Manager for Android Automotives",JUL,2022,JUN,2023,"V.Sivamurugan K.R. Uthayan  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Early Childhood Special Education",NULL,2022,11,14,1308-5581,Scopus,NULL,NULL,NULL,NULL,https://www.int-jecse.net/media/article_pdfs/JOURNAL_PAPER_1.pdf,1308-5581,False,False,5.71
2022cNrleBT,"Swear Words Replacement Suggestion System",JUL,2021,JUN,2022,"Naveen, S., Mayank Singh, and S. Karthika",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","ICT Analysis and Applications",NULL,2022,1,314,NULL,Scopus,NULL,0,10.1007/978-981-16-5655-2,NULL,https://link.springer.com/book/10.1007/978-981-16-5655-2,978-981-15-0630-7,False,False,0
2022dCNgwGA,"Texture Image Classification and Retrieval Using Multi-resolution Radial Gradient Binary Pattern",JUL,2021,JUN,2022,"Latha Kumaresan Pavithra Thangaswamy Sree Sharmila P Subbulakshmi ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"APPLIED ARTIFICIAL INTELLIGENCE",NULL,2022,1,35,2298-2326,"Scopus, Web of Sciences",Q2,NULL,10.1080/08839514.2021.2001176,NULL,http://dx.doi.org/10.1080/08839514.2021.2001176,NULL,False,False,2.8
2022dICJMmd,"Measuring the accuracy of Satellite Image Dataset using Fusion based Classification with Neural Networks",JUL,2022,JUN,2023,"Swathika, R Radha, N  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,Neuroquantology,NULL,2022,9,20,NULL,Scopus,NULL,NULL,NULL,NULL,https://www.proquest.com/openview/b3930831cd7a292046c55a44e938de9c/1?pq-origsite=gscholar&cbl=2035897,NULL,False,False,0.453
2022dvUKups,"Gradient Boost-Modified Classifier with Particle Swarm Optimization and Stochastic Diffusion Search Method for Data Optimization in Wireless Sensor Networks",JUL,2021,JUN,2022,"E Suganya   ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Ad-Hoc and Sensor Wireless Networks",NULL,2022,5,54,193-218,"Scopus, Web of Sciences",Q3,NULL,NULL,NULL,https://openurl.ebsco.com/EPDB%3Agcd%3A1%3A18026497/detailv2?sid=ebsco%3Aplink%3Ascholar&id=ebsco%3Agcd%3A162448295&crl=f,1551-9899,False,False,0.2
2022fjgVYxc,"Data Analytics and Reporting API - A Reliable Tool for Data Visualization and Predictive Analysis",JUL,2021,JUN,2022,"Joe Louis Paul Ignatius Sasirekha Selvakumar Spandana JSN Subasri Govindarajan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"INFORMATION TECHNOLOGY AND CONTROL",NULL,2022,4,NULL,NULL,"Scopus, Web of Sciences",Q3,NULL,10.5755/j01.itc.51.1.29467,NULL,http://dx.doi.org/10.5755/j01.itc.51.1.29467,NULL,False,False,NULL
2022GjGVLGe,"An Efficient Edge Preserving Interpolation Method for Underwater Acoustic Image Resolution Enhancement",JUL,2021,JUN,2022,"R. Priyadharsini T. Sree Sharmila  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"ARCHIVES OF ACOUSTICS",NULL,2022,5,47,267-274,"Scopus, Web of Sciences",Q2,NULL,10.24425/aoa.2022.141655,NULL,http://dx.doi.org/10.24425/aoa.2022.141655,NULL,False,False,1
2022gptuRVQ,"Impact of process-induced ellipticity on the RESET process of cylindrical phase change memory devices",JUL,2022,JUN,2023,"Suresh Durai K C Chandini Devi Srinivasan Raj Anbarasu Manivannan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"PHYSICA SCRIPTA",NULL,2022,11,97,125005,"Scopus, Web of Sciences",Q1,NULL,10.1088/1402-4896/ac9dcd,NULL,http://dx.doi.org/10.1088/1402-4896/ac9dcd,1402-4896,False,False,2.6
2022GSovnpR,"COVID-19 Detection Using Chest X-rays: CNN as a Classifier Versus CNN as a Feature Extractor",JUL,2021,JUN,2022,"Sriram, N.A., Vishaq, J., Dhanwin, T., Harshini, V., Shahina, A., Nayeemulla Khan, A",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Machine Intelligence and Smart Systems, Algorithms for Intelligent Systems",NULL,2022,5,NULL,NULL,NULL,NULL,0,10.1007/978-981-16-9650-3,NULL,https://doi.org/10.1007/978-981-16-9650-3,2524-7573,False,False,0
2022gwnIcOs,"Blockchain based system for transfer of funds through an e-Governance application",JUL,2022,JUN,2023,"Jansi Rani SELLA VELUSWAMI Yamini LAKSHMI NARSIMHAN Shivaani KRISHNAKUMAR Radha NATARAJAN",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Romanian Journal of Information Technology & Automatic Control",NULL,2022,10,32,93-102,"Scopus, Web of Sciences",NULL,NULL,10.33436/v32i4y202208,NULL,http://dx.doi.org/10.33436/v32i4y202208,NULL,False,False,0.5
2022jouMDJs,"Identification and Diagnosis of Breast Cancer using a Composite Machine Learning Techniques",JUL,2022,JUN,2023,"Prabu Kanna Abinash M J Suganya E S Sountharrajan S, Bhuvaneswari R, K Geetha",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Pharmaceutical Negative Results",NULL,2022,10,13,46-63,Scopus,NULL,NULL,10.47750/pnr.2022.13.04.009,NULL,http://dx.doi.org/10.47750/pnr.2022.13.04.009,0976-9234,False,False,0
2022kcbZaDP,"An efficient hand gesture recognition based on optimal deep embedded hybrid convolutional neural network-long short term memory network model",JUL,2021,JUN,2022,"Gajalakshmi Palanisamy Sree Sharmila Thangaswamy  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE",NULL,2022,4,34,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1002/cpe.7109,NULL,http://dx.doi.org/10.1002/cpe.7109,NULL,False,False,2
2022kgAUMgA,"Will I Regret for This Tweet?'--Twitter User's Behavior Analysis System for Private Data Disclosure",JUL,2021,JUN,2022,"R Geetha, S Karthika, Ponnurangam Kumaraguru",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"COMPUTER JOURNAL",NULL,2022,2,65,275-296,"Scopus, Web of Sciences",Q2,NULL,10.1093/comjnl/bxaa027,NULL,https://doi.org/10.1093/comjnl/bxaa027,0010-4620,False,False,1.4
2022KVLDkcn,"Automatic Credit Fraud Detection Using Ensemble Model.",JUL,2021,JUN,2022,"Srinidhi, S., K. Sowmya, and S. Karthika",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","ICT Analysis and Applications",NULL,2022,1,314,NULL,Scopus,NULL,1,10.1007/978-981-16-5655-2,NULL,https://link.springer.com/book/10.1007/978-981-16-5655-2,978-981-15-0630-7,False,False,0
2022ljCnYzg,"Histogram Matched Chest X-Rays Based Tuberculosis Detection Using CNN",JUL,2022,JUN,2023,"Joe Louis Paul Ignatius Sasirekha Selvakumar Kavin Gabriel Joe Louis Paul Aadhithya B. Kailash, S. Keertivaas, S. A. J. Akarvin Raja Prajan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Computer Systems Science and Engineering",NULL,2022,7,44,81-97,"Scopus, Web of Sciences",Q2,NULL,10.32604/csse.2023.025195,NULL,http://dx.doi.org/10.32604/csse.2023.025195,0267-6192,False,False,0
2022lPSoPLt,"Privacy Protected IoT-Blockchain using ZKP for Healthcare application",JUL,2022,JUN,2023,"Yugha R S. Chithra N. Bhalaji S. Karthika",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Control Engineering and Applied Informatics",NULL,2022,10,NULL,NULL,"Scopus, Web of Sciences",NULL,NULL,NULL,NULL,http://ceai.srait.ro/index.php?journal=ceai,1454-8658,False,False,0.4
2022MgRtSRR,"A Hybrid PSO-ACO Algorithm to Facilitate Software Project Scheduling",JUL,2022,JUN,2023,"Praveen Joe I. R. Malathy E. M. Aishwarya S. Akila R., Akshaya A",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of e-Collaboration",NULL,2022,12,18,12,"Scopus, Web of Sciences",Q3,NULL,NULL,NULL,https://www.igi-global.com/article/a-hybrid-pso-aco-algorithm-to-facilitate-software-project-scheduling/304039,15483681,False,False,0.2
2022mTtHfbR,"Enhanced Distributed Storage System Using Lower Triangular Matrix-Luby Transform Codes",JUL,2022,JUN,2023,"Joe Louis Paul Ignatius Sasirekha Selvakumar  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Intelligent Automation and Soft Computing",NULL,2022,9,33,1941-1959,Scopus,Q2,NULL,10.32604/iasc.2022.024173,NULL,http://dx.doi.org/10.32604/iasc.2022.024173,1079-8587,False,False,NULL
2022nFeOoSG,"Applications of Open Source Intelligence in Crisis Analysis—A COVID-19 Case Study",JUL,2021,JUN,2022,"Buvanasri, A. K., R. Meenakshi, and S. Karthika",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","ICT Systems and Sustainability",NULL,2022,1,321,NULL,NULL,NULL,1,10.1007/978-981-16-5987-4,NULL,https://link.springer.com/book/10.1007/978-981-16-5987-4,978-981-15-0936-0,False,False,0
2022nfxgsnI,"Epileptic seizure detection using convolutional neural networks and recurrence plots of EEG signals",JUL,2021,JUN,2022,"Sriya Ravi Shreenidhi S A. Shahina A. Nayeemulla Khan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"MULTIMEDIA TOOLS AND APPLICATIONS",NULL,2022,5,81,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1007/s11042-021-11608-2,NULL,http://dx.doi.org/10.1007/s11042-021-11608-2,NULL,False,False,3.6
2022NJadqhM,"Cow Disease (LSD) Classification System for predicting different Severity levels.",JUL,2021,JUN,2022,"V.Sivamurugan K.R. Uthayan V. Thanikachalam ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Early Childhood Special Education",NULL,2022,3,14,2860-2873,"Scopus, Web of Sciences",Q4,NULL,NULL,NULL,https://www.int-jecse.net/media/article_pdfs/LSD_JOURNAL_PAPER_1.pdf,1308-5581,False,False,NULL
2022NoFqXnQ,"RDNN: Rumor Detection Neural Network for Veracity Analysis in Social Media Text",JUL,2022,JUN,2023,"SuthanthiraDevi P Karthika S  ",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"KSII TRANSACTIONS ON INTERNET AND INFORMATION SYSTEMS",NULL,2022,12,16,3868-3888,"Scopus, Web of Sciences",Q3,NULL,10.3837/tiis.2022.12.005,NULL,http://dx.doi.org/10.3837/tiis.2022.12.005,1976-7277,False,False,1.5
