uniqueid,title,start_academic_month,start_academic_year,end_academic_month,end_academic_year,first_author,second_author,third_author,other_authors,is_student_author,student_name,student_batch,specification,publication_type,publication_name,publisher,year_of_publishing,month_of_publishing,volume,page_number,indexing,quartile,citation,doi,front_page_path,url,ISSN,verified,admin_verified
2019JUL101007s1058601822005,Brain storm-based Whale Optimization Algorithm for privacy-protected data publishing in cloud computing,JUL,2018,JUN,2019,S. Thanga Revathi,N. Ramaraj,S. Chithra,,,,,article,Journal,CLUSTER COMPUTING-THE JOURNAL OF NETWORKS SOFTWARE TOOLS AND APPLICATIONS,SPRINGER,2019,3,22,3521-3530,"Scopus, Web of Sciences",Q1,20,10.1007/s10586-018-2200-5,,http://dx.doi.org/10.1007/s10586-018-2200-5,1386-7857 1573-7543,False,False
2019JUL101007s1058601823532,An augmented approach for pseudo-free groups in smart cyber-physical system,JUL,2018,JUN,2019,M. V. Ranjith Kumar,N. Bhalaji,Swathi Singh,,,,,article,Journal,CLUSTER COMPUTING-THE JOURNAL OF NETWORKS SOFTWARE TOOLS AND APPLICATIONS,SPRINGER,2019,1,22,673-692,"Scopus, Web of Sciences",Q1,2,10.1007/s10586-018-2353-2,,http://dx.doi.org/10.1007/s10586-018-2353-2,1386-7857 1573-7543,False,False
2019JUL101007s10586019029073,An efficient seed points selection approach in dominant color descriptors (DCD),JUL,2018,JUN,2019,L. K. Pavithra,T. Sree Sharmila,,,,,,article,Journal,CLUSTER COMPUTING-THE JOURNAL OF NETWORKS SOFTWARE TOOLS AND APPLICATIONS,SPRINGER,2019,1,22,1225-1240,"Scopus, Web of Sciences",Q1,5,10.1007/s10586-019-02907-3,,http://dx.doi.org/10.1007/s10586-019-02907-3,1386-7857 1573-7543,False,False
2019JUL101007s1082501901370y,Single-event radiation performance analysis of junction and junctionless FET-based low-noise amplifiers,JUL,2019,JUN,2020,P. Rajendiran,R. Srinivasan,,,,,,article,Journal,JOURNAL OF COMPUTATIONAL ELECTRONICS,SPRINGER,2019,12,18,1162-1172,"Scopus, Web of Sciences",Q2,8,10.1007/s10825-019-01370-y,,http://dx.doi.org/10.1007/s10825-019-01370-y,1569-8025 1572-8137,False,False
2019JUL101007s1104501805682,A two-level secure data hiding algorithm for video steganography,JUL,2018,JUN,2019,S. Manisha,T. Sree Sharmila,,,,,,article,Journal,MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,SPRINGER,2019,4,30,529-542,"Scopus, Web of Sciences",Q1,15,10.1007/s11045-018-0568-2,,http://dx.doi.org/10.1007/s11045-018-0568-2,0923-6082 1573-0824,False,False
2019JUL101007s4187001802723,Acoustic image denoising using various spatial filtering techniques,JUL,2018,JUN,2019,M. Dhanushree,R. Priyadharsini,T. Sree Sharmila,,,,,article,Journal,International Journal of Information Technology (Singapore),Springer Science + Business Media,2019,1,11,659-665,Scopus,Q1,8,10.1007/s41870-018-0272-3,,http://dx.doi.org/10.1007/s41870-018-0272-3,2511-2104 2511-2112,False,False
2019JUL10108813616641ab591a,"An extremely fast, energy-efficient RESET process in Ge2Sb2Te5 phase change memory device revealed by the choice of electrode materials and interface effects",JUL,2019,JUN,2020,Suresh Durai,Srinivasan Raj,Anbarasu Manivannan,,,,,article,Journal,SEMICONDUCTOR SCIENCE AND TECHNOLOGY,IOP PUBLISHING LTD,2019,12,35,15022,"Scopus, Web of Sciences",Q2,6,10.1088/1361-6641/ab591a,,http://dx.doi.org/10.1088/1361-6641/ab591a,0268-1242 1361-6641,False,False
2019JUL101109icbsii4913220209167625,Effect of Virtual Reality on the EEG Sub-Band Frequency Powers of Autistic and Control groups,JUL,2019,JUN,2020,S. Chrisilla,Anna Masciantonio,B. Divya,"S. Vidhusha, A. Kavitha",No,,,inproceedings,Conference,"2020 Sixth International Conference on Bio Signals, Images, and Instrumentation (ICBSII)",IEEE,2020,2,0,,,,4,10.1109/icbsii49132.2020.9167625,,http://dx.doi.org/10.1109/icbsii49132.2020.9167625, 978-1-7281-1047-9,False,False
2019JUL101109iccids20198862121,Med-Recommender System for Predictive Analysis of Hospitals and Doctors,JUL,2019,JUN,2020,S. Swarnalatha,I. Kesavarthini,S. Poornima,N. Sripriya,,,,inbook,Book Chapter,2019 International Conference on Computational Intelligence in Data Science (ICCIDS),IEEE,2019,10,0,,,,4,10.1109/iccids.2019.8862121,,http://dx.doi.org/10.1109/iccids.2019.8862121,,False,False
2019JUL101109TCAD20192927502,Impact of Thermal Boundary Resistance on the Performance and Scaling of Phase-Change Memory Device,JUL,2019,JUN,2020,S. Durai,S. Raj,A. Manivannan,,,,,article,Journal,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Institute of Electrical and Electronics Engineers Inc.,2019,7,39,1834 - 1840,Scopus,Q1,13,10.1109/TCAD.2019.2927502,,https://doi.org/10.1109/TCAD.2019.2927502,2780070,False,False
2019JUL101109tnsre20182887089,A Weighted Speaker-Specific Confusion Transducer-Based Augmentative and Alternative Speech Communication Aid for Dysarthric Speakers,JUL,2018,JUN,2019,T. A. Mariya Celin,G. Anushiya Rachel,T. Nagarajan,P. Vijayalakshmi,,,,article,Journal,IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2019,2,27,187-197,"Scopus, Web of Sciences",Q1,10,10.1109/tnsre.2018.2887089,,http://dx.doi.org/10.1109/tnsre.2018.2887089,1534-4320 1558-0210,False,False
2019JUL1011171jei285053013,Direction-invariant binary pattern-encoded descriptor for texture classification and retrieval,JUL,2019,JUN,2020,Pavithra Latha Kumaresan,Sree Sharmila Thangaswamy,,,,,,article,Journal,JOURNAL OF ELECTRONIC IMAGING,SPIE-SOC PHOTO-OPTICAL INSTRUMENTATION ENGINEERS,2019,9,28,1,"Scopus, Web of Sciences",Q3,0,10.1117/1.jei.28.5.053013,,http://dx.doi.org/10.1117/1.jei.28.5.053013,1017-9909,False,False
2019JUL10114533734773373497,Deep URL,JUL,2019,JUN,2020,R. Rajalakshmi,Joel Raymann,Aneesh Prabu,Chandrabose Aravindan,No,,,inproceedings,Conference,Proceedings of the 1st International Conference on Advanced Information Science and System,ACM,2019,11,0,,,,2,10.1145/3373477.3373497,,http://dx.doi.org/10.1145/3373477.3373497,,False,False
2019JUL101504ijcaet2019100449,A safety system for school children using GRAG,JUL,2018,JUN,2019,I. Joe Louis Paul,S. Sasirekha,,,,,,article,Journal,International Journal of Computer Aided Engineering and Technology,Inderscience,2019,6,11,527,Scopus,,0,10.1504/ijcaet.2019.100449,,http://dx.doi.org/10.1504/ijcaet.2019.100449,1757-2657 1757-2665,False,False
2019JUL1018576amis13s131,A New Optimized Distributed Scheduling Service using Genetic Computing,JUL,2019,JUN,2020,A. Sandanakaruppan,N. Bhalaji,N. Ramraj,,,,,article,Journal,Applied Mathematics and Information Sciences,Natural Sciences Publishing,2019,8,13,279-285,Scopus,Q2,0,10.18576/amis/13s131,,http://dx.doi.org/10.18576/amis/13s131,1935-0090 2325-0399,False,False
2019JUL102298gensr1903805u,A novel microarray gene selection and classification using intelligent dynamic grey wolf optimization,JUL,2018,JUN,2019,K.R. Uthayan,,,,,,,article,Journal,Genetika,Drustvo Geneticara Srbije,2019,1,51,805-828,Scopus,,3,10.2298/gensr1903805u,,http://dx.doi.org/10.2298/gensr1903805u,0534-0012 1820-6069,False,False
2019JUL1035940ijeata2068109119,Epileptic Seizure Prediction Through Machine Learning and Spatio-Temporal Features Based Time Series Analysis of Intracranial Electroencephalogram Data,JUL,2019,JUN,2020,N. Ilakiyaselvan,Hardik Bhatt,Utkarsh Shukla,"A. Nayeemulla khan, A. Shahina",,,,article,Journal,International Journal of Engineering and Advanced Technology,Blue Eyes Intelligence Engineering and Sciences Publication,2019,10,9,4763-4770,Scopus,,0,10.35940/ijeat.a2068.109119,,http://dx.doi.org/10.35940/ijeat.a2068.109119,2249-8958,False,False
2019JUL1035940ijeata9810109119,Prediction of West Nile Virus u sing Ensemble Classifiers,JUL,2019,JUN,2020,R. Rishickesh,A. Shahina,A. Nayeemulla Khan,,,,,article,Journal,International Journal of Engineering and Advanced Technology,Blue Eyes Intelligence Engineering and Sciences Publication,2019,10,9,3744-3749,Scopus,,0,10.35940/ijeat.a9810.109119,,http://dx.doi.org/10.35940/ijeat.a9810.109119,2249-8958,False,False
2019JUL1035940ijeatf9000088619,Artificial Neural Network and Gray Level Co-Occurrence Matrix Based Automated Corrosion Detection,JUL,2019,JUN,2020,Dr.V. Thanikachalam,Dr.M.G. Kavitha,V. Bharathi,,,,,article,Journal,International Journal of Engineering and Advanced Technology,Blue Eyes Intelligence Engineering and Sciences Publication,2019,8,8,4499-4502,Scopus,,0,10.35940/ijeat.f9000.088619,,http://dx.doi.org/10.35940/ijeat.f9000.088619,2249-8958,False,False
2019JUL1035940ijiteel30171081219,Identification of Duplication in Questions Posed on Knowledge Sharing Platform Quora using Machine Learning Techniques,JUL,2019,JUN,2020,R. Rishickesh,R.P. Ram Kumar,A. Shahina,A. Nayeemulla Khan,,,,article,Journal,International Journal of Innovative Technology and Exploring Engineering,Blue Eyes Intelligence Engineering and Sciences Publication,2019,10,8,2444-2451,Scopus,,2,10.35940/ijitee.l3017.1081219,,http://dx.doi.org/10.35940/ijitee.l3017.1081219,2278-3075,False,False
2019JUL1035940ijrteb10520882s819,RFID and PIR Motion Sensor based Automated Attendance System for Educational Institutions,JUL,2019,JUN,2020,K.Srividhyasaradha,I. Joe Louis Paul,S. Sasirekha,,,,,article,Journal,International Journal of Recent Technology and Engineering,Blue Eyes Intelligence Engineering and Sciences Publication,2019,8,8,1275-1279,Scopus,,0,10.35940/ijrte.b1052.0882s819,,http://dx.doi.org/10.35940/ijrte.b1052.0882s819,2277-3878,False,False
2019JUL1035940ijrteb11110782s319,Nelder-Mead Optimized MADM Decision Support for Vertical Handover,JUL,2019,JUN,2020,Malathy E M,Vijayalakshmi Muthuswamy,,,,,,article,Journal,International Journal of Recent Technology and Engineering,Blue Eyes Intelligence Engineering and Sciences Publication,2019,7,8,601-604,Scopus,,0,10.35940/ijrte.b1111.0782s319,,http://dx.doi.org/10.35940/ijrte.b1111.0782s319,2277-3878,False,False
2019JUL1036548jismac20191005,Performance Evaluation of Flying Wireless Network With Vanet Routing Protocol,JUL,2018,JUN,2019,Bhalaji N.,,,,,,,article,Journal,Journal of ISMAC,Inventive Research Organization,2019,6,1,56-70,,,10,10.36548/jismac.2019.1.005,,http://dx.doi.org/10.36548/jismac.2019.1.005,2582-1369,False,False
2019JUL1036548jtcsst20191001,QOS and Defense Enhancement Using Block Chain for Fly Wireless Networks,JUL,2019,JUN,2020,Bhalaji N,,,,,,,article,Journal,Journal of Trends in Computer Science and Smart Technology,Inventive Research Organization,2019,9,1,Jan-13,,,18,10.36548/jtcsst.2019.1.001,,http://dx.doi.org/10.36548/jtcsst.2019.1.001,2582-4104,False,False
2019JUL1036548jtcsst20191005,Delay Diminished Efficient Task Scheduling and Allocation for Heterogeneous Cloud Environment,JUL,2019,JUN,2020,Bhalaji N,,,,,,,article,Journal,Journal of Trends in Computer Science and Smart Technology,Inventive Research Organization,2019,9,1,51-62,,,28,10.36548/jtcsst.2019.1.005,,http://dx.doi.org/10.36548/jtcsst.2019.1.005,2582-4104,False,False
2019JUL103906elk180413,Optimized bilevel classifier for brain tumor type and grade discrimination usingevolutionary fuzzy computing,JUL,2018,JUN,2019,Kavitha SRINIVASAN,Mohanavalli SUBRAMANIAM,Bharathi BHAGAVATHSINGH,,No,,,article,Journal,TURKISH JOURNAL OF ELECTRICAL ENGINEERING AND COMPUTER SCIENCES,TUBITAK SCIENTIFIC & TECHNOLOGICAL RESEARCH COUNCIL TURKEY,2019,5,27,1704-1718,"Scopus, Web of Sciences",,2,10.3906/elk-1804-13,,http://dx.doi.org/10.3906/elk-1804-13,1303-6203,False,False
2019JUL104018ijiit2019100102,Speech Emotion Recognition Based on Gender Influence in Emotional Expression,JUL,2019,JUN,2020,P Vasuki,Divya Bharati R,,,,,,article,Journal,International Journal of Intelligent Information Technologies,IGI Publishing,2019,10,15,22-40,Scopus,Q2,3,10.4018/ijiit.2019100102,,http://dx.doi.org/10.4018/ijiit.2019100102,1548-3657 1548-3665,False,False
2019JULbYoQckA,Sensitive Keyword Extraction Based on Cyber Keywords and LDA in Twitter to Avoid Regrets,JUL,2019,JUN,2020,R Geetha,S Karthika,S Mohanavalli,,No,,,inproceedings,Conference,,,2019,,0,,,,0,,,,,False,False
2019JULcRzgjsr,Detection of Bruises and Flaws in Fruits Using Thermal Imaging,JUL,2019,JUN,2020,J.Sofia Jennifer,T.Sree Sharmila,,,No,,,inproceedings,Conference,,,2019,12,0,,,,0,,,,,False,False
2019JULCtsbTXv,Hybrid Fusion based Learning Model for Biometric Authentication,JUL,2019,JUN,2020,Poornima S,Kavitha S,Sheerin Sitara N,Balaprasanna A S,No,,,article,Journal,Caribbean Journal of Science,,2020,1,0,,"Scopus, Web of Sciences",,0,,,,,,
2019JULdlFWRUG,Histogram Matching based Optimized Energy Redistribution for Near End Listening Enhancement,JUL,2019,JUN,2020,T. Lavanya, K. Mrinalini,P. Vijayalakshmi,T. Nagarajan,No,,,inproceedings,Conference,,,2019,10,0,,,,0,,,,,False,False
2019JULeYPyNTX, Predicting Learning Behaviour of Online Course Learners' using Hybrid Deep Learning Model,JUL,2019,JUN,2020,Kavitha S,Mohanavalli S,Bharathi B,,No,,,inproceedings,Conference,,,2019,7,0,,,,0,,,,,False,False
2019JULHYJFTGS,Tweet Classification using Deep Learning Approach to Predict Sensitive Personal Data,JUL,2019,JUN,2020,S.Karthika,S Mohanavalli,Geetha R,,No,,,inproceedings,Conference,,,2019,,0,,,,0,,,,,False,False
2019JULimcbRJn,Analysis of Audio-Based News Classification using Machine Learning Techniques,JUL,2019,JUN,2020,N.Sripriya,,,,No,,,inproceedings,Conference,,,2019,12,0,,,,0,,,,,False,False
2019JULlrhFPcm,Classification of Gender from Face Images and Voice,JUL,2019,JUN,2020,S Poornima,N Sripriya,S Preethi,Saanjana Harish,No,,,inproceedings,Conference,,,2019,12,0,,,,0,,,,,False,False
2019JULmNlJOtp,Predicting Forest Fires using Supervised and Ensemble Machine Learning Algorithms,JUL,2019,JUN,2020,R. Rishickesh,A. Shahina,A. Nayeemulla Khan,,No,,,article,Journal,International Journal of Recent Technology and Engineering,,2019,7,8,,"Scopus, Web of Sciences",,0,,,https://www.ijrte.org/wp-content/uploads/papers/v8i2/B2878078219.pdf,2277-3878,,
2019JULnrYOupg,Tweedle: Sensitivity Check in Health-related Social Short Texts based on Regret Theory,JUL,2019,JUN,2020,R Geetha,S Karthika,N Pavithra,V Preethi,No,,,inproceedings,Conference,,,2019,,0,,,,0,,,,,False,False
2019JULnUDKZqm,Literary and Colloquial Dialect Identification for Tamil using Acoustic Features,JUL,2019,JUN,2020,M.Nanmalar,P. Vijayalakshmi,T. Nagarajan,,No,,,inproceedings,Conference,,,2019,10,0,,,,0,,,,,False,False
2019JULnvkvnDz,Start to Finish Automation Achieve on Cloud with Build Channel: By Devops Method,JUL,2019,JUN,2020,V Arulkumar,,,,No,,,inproceedings,Conference,,,2019,11,0,,,,0,,,,,False,False
2019JULpAeAOsR,Cognitive Attention in Autism using Virtual Reality Learning Tool,JUL,2019,JUN,2020,Vidhusha S,Divya B,Kavitha A,"Viswath Narayanan R,Yaamini D",No,,,inproceedings,Conference,,,2019,,0,,,,0,,,,,False,False
2019JULPcIBcxl,Segmentation of Coronary Arteries from CTA axial slices using Deep Learning techniques,JUL,2019,JUN,2020,P. Mirunalini,C. Aravindan, T. Nambi,"S. Poorvaja ,V. P. Priya",No,,,inproceedings,Conference,,,2019,,0,,,,0,,,,,False,False
2019JULqXftGvQ,Optimization of sensing time in Cognitive Radio Networks based on Localization algorithm,JUL,2019,JUN,2020,P Poornima,S Chithra,,,No,,,inproceedings,Conference,,,2019,7,0,,,,0,,,,,False,False
2019JULrYbTgze,Visual Speech Recognition using fusion of Motion and Geometric Features,JUL,2019,JUN,2020,N. Radha,A. Shahina,Nayeemullakhan,,No,,,inproceedings,Conference,,,2019,12,0,,,,0,,,,,False,False
2019JULsZEgKGL,Vehicle speed detection system using motion vector interpolation,JUL,2019,JUN,2020,J. K. Josephine Julina,T. Sree Sharmila,S. Joseph Gladwin,,No,,,inproceedings,Conference,,,2019,10,0,,,,0,,,,,False,False
2019JULXrKHHkL,Dynamic Pricing of Products Based on Visual Quality and E-Commerce Factors,JUL,2019,JUN,2020,S Poornima,S Mohanavalli,Swarnalatha I,Kesavarthini,No,,,inproceedings,Conference,,,2019,12,0,,,,0,,,,,False,False
2019JULxskkgXa,"Social Media Veracity Detection System Using Calibrate Classifier, Computational Intelligence in Data Science",JUL,2019,JUN,2020,P. SuthanthiraDevi,S. Karthika,,,No,,,inproceedings,Conference,,,2019,,0,,,,0,,,,,False,False
2019JULXuABoQb,Development of Large Annotated Music Datasets using HMM based Forced Viterbi Alignment,JUL,2019,JUN,2020,S Johanan,P Vijayalakshmi,T Nagarajan,,No,,,inproceedings,Conference,,,2019,10,0,,,,0,,,,,False,False
2020JUL10100797830306346745,Sensitive Keyword Extraction Based on Cyber Keywords and LDA in Twitter to Avoid Regrets,JUL,2020,JUN,2021,R. Geetha,S. Karthika,,,,,,inbook,Book Chapter,IFIP Advances in Information and Communication Technology,Springer Nature,2020,11,578,59-70,Scopus,,0,10.1007/978-3-030-63467-4_5,,http://dx.doi.org/10.1007/978-3-030-63467-4_5,1868-4238 1868-422X,False,False
2020JUL10100797830306346747,Social Media Veracity Detection System Using Calibrate Classifier,JUL,2020,JUN,2021,P. SuthanthiraDevi,S. Karthika,,,,,,inbook,Book Chapter,IFIP Advances in Information and Communication Technology,Springer Nature,2020,11,578,85-98,Scopus,,1,10.1007/978-3-030-63467-4_7,,http://dx.doi.org/10.1007/978-3-030-63467-4_7,1868-4238 1868-422X,False,False
2020JUL1010079789811501463102,Resource Scheduling Algorithms for Cloud Computing Environment: A Literature Survey,JUL,2019,JUN,2020,V. Arulkumar,N. Bhalaji,,,,,,inbook,Book Chapter,Lecture Notes in Networks and Systems,Springer Nature,2020,1,89,1059-1069,Scopus,,3,10.1007/978-981-15-0146-3_102,,http://dx.doi.org/10.1007/978-981-15-0146-3_102,2367-3370 2367-3389,False,False
2020JUL101007978981150199945,Modern Parking Business Using Blockchain and Internet of Things (IoT),JUL,2019,JUN,2020,Varun V. Narayanan,M. V. Ranjith Kumar,Kartik Saxena,"P. Madhavan, N. Bhalaji",,,,inbook,Book Chapter,Advances in Intelligent Systems and Computing,Springer Science and Business Media B.V.,2020,2,1056,527-535,Scopus,,0,10.1007/978-981-15-0199-9_45,,http://dx.doi.org/10.1007/978-981-15-0199-9_45,2194-5357 2194-5365,False,False
2020JUL101007978981155558917,Tweet Classification Using Deep Learning Approach to Predict Sensitive Personal Data,JUL,2020,JUN,2021,R. Geetha,S. Karthika,S. Mohanavalli,,,,,inbook,Book Chapter,Lecture Notes in Electrical Engineering,Springer Nature,2020,9,672,171-180,Scopus,,1,10.1007/978-981-15-5558-9_17,,http://dx.doi.org/10.1007/978-981-15-5558-9_17,1876-1100 1876-1119,False,False
2020JUL101007s10772020097525,Analysis of algorithms to estimate glottal closure instants from speech signals,JUL,2020,JUN,2021,G. Anushiya Rachel,P. Vijayalakshmi,T. Nagarajan,,,,,article,Journal,International Journal of Speech Technology,Springer Netherlands,2020,9,23,825-849,Scopus,Q1,0,10.1007/s10772-020-09752-5,,http://dx.doi.org/10.1007/s10772-020-09752-5,1381-2416 1572-8110,False,False
2020JUL101007s10825020015225,Reconfigurable silicon nanotube using numerical simulations,JUL,2020,JUN,2021,A. Nisha Justeena,R. Ambika,P. S. S. K. P. Sadagopan,R. Srinivasan,,,,article,Journal,JOURNAL OF COMPUTATIONAL ELECTRONICS,SPRINGER,2020,9,19,966-974,"Scopus, Web of Sciences",Q2,2,10.1007/s10825-020-01522-5,,http://dx.doi.org/10.1007/s10825-020-01522-5,1569-8025 1572-8137,False,False
2020JUL101007s1104201907872y,Multi-model fusion based satellite image classification using versatile unsupervised vector zone (VUVZ) fusion and intensive pragmatic blossoms (IPB) technique,JUL,2019,JUN,2020,R. Swathika,T. Sree Sharmila,,,,,,article,Journal,MULTIMEDIA TOOLS AND APPLICATIONS,SPRINGER,2020,2,79,4239-4260,"Scopus, Web of Sciences",Q1,2,10.1007/s11042-019-07872-y,,http://dx.doi.org/10.1007/s11042-019-07872-y,1380-7501 1573-7721,False,False
2020JUL101007s11045020007134,A new multi-level radial difference encoded pattern for image classification and retrieval,JUL,2020,JUN,2021,L. K. Pavithra,T. Sree Sharmila,,,,,,article,Journal,MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,SPRINGER,2020,10,31,1411-1433,"Scopus, Web of Sciences",Q1,1,10.1007/s11045-020-00713-4,,http://dx.doi.org/10.1007/s11045-020-00713-4,0923-6082 1573-0824,False,False
2020JUL101007s40009020009071,Construction and Evaluation of Tamil Speech Emotion Corpus,JUL,2020,JUN,2021,P. Vasuki,B. Sambavi,Vijesh Joe,,,,,article,Journal,NATIONAL ACADEMY SCIENCE LETTERS-INDIA,SPRINGER INDIA,2020,11,43,533-536,"Scopus, Web of Sciences",Q3,1,10.1007/s40009-020-00907-1,,http://dx.doi.org/10.1007/s40009-020-00907-1,0250-541X 2250-1754,False,False
2020JUL101016jmejo2020104815,Reconfigurable FET-Based SRAM and Its Single Event Upset Performance Analysis Using TCAD Simulations,JUL,2020,JUN,2021,A. Nisha Justeena,R. Srinivasan,,,No,,,article,Journal,MICROELECTRONICS JOURNAL,ELSEVIER SCI LTD,2020,7,101,104815,Web of Sciences,Q2,7,10.1016/j.mejo.2020.104815,,http://dx.doi.org/10.1016/j.mejo.2020.104815,0026-2692,False,False
2020JUL101016jpatrec202005002,Phoneme classification in reconstructed phase space with convolutional neural networks,JUL,2020,JUN,2021,R. John Wesley,A. Nayeemulla Khan,A. Shahina,,,,,article,Journal,PATTERN RECOGNITION LETTERS,ELSEVIER,2020,7,135,299-306,"Scopus, Web of Sciences",Q1,5,10.1016/j.patrec.2020.05.002,,http://dx.doi.org/10.1016/j.patrec.2020.05.002,0167-8655,False,False
2020JUL101016jprocs202001011,Eye Blink Detection Using Back Ground Subtraction and Gradient-Based Corner Detection for Preventing CVS,JUL,2019,JUN,2020,T Sree Sharmila,R Srinivasan,K K Nagarajan,S Athithya,,,,inbook,Book Chapter,Procedia Computer Science,Elsevier BV,2020,2,165,781-789,Scopus,,7,10.1016/j.procs.2020.01.011,,http://dx.doi.org/10.1016/j.procs.2020.01.011,1877-0509,False,False
2020JUL101016jprocs202001012,Entropy Analysis on Planar Anamorphic Images,JUL,2019,JUN,2020,S Bobby Stefy Chris,L K Pavithra,R Srinivasan,T Sree Sharmila,,,,inbook,Book Chapter,Procedia Computer Science,Elsevier BV,2020,2,165,774-780,Scopus,,4,10.1016/j.procs.2020.01.012,,http://dx.doi.org/10.1016/j.procs.2020.01.012,1877-0509,False,False
2020JUL101016jprocs202001015,Object Detection In Underwater Acoustic Images Using Edge Based Segmentation Method,JUL,2019,JUN,2020,R. Priyadharsini,T. Sree Sharmila,,,,,,inbook,Book Chapter,Procedia Computer Science,Elsevier BV,2020,2,165,759-765,Scopus,,20,10.1016/j.procs.2020.01.015,,http://dx.doi.org/10.1016/j.procs.2020.01.015,1877-0509,False,False
2020JUL101016jprocs202001032,Start to Finish Automation Achieve on Cloud with Build Channel: By DevOps Method,JUL,2019,JUN,2020,V. Arulkumar,R. Lathamanju,,,,,,inbook,Book Chapter,Procedia Computer Science,Elsevier BV,2020,2,165,399-405,Scopus,,7,10.1016/j.procs.2020.01.032,,http://dx.doi.org/10.1016/j.procs.2020.01.032,1877-0509,False,False
2020JUL101016jprocs202001065,Optimized Feature Integration and Minimized Search Space in Content Based Image Retrieval,JUL,2019,JUN,2020,LK Pavithra,T Sree Sharmila,,,,,,inbook,Book Chapter,Procedia Computer Science,Elsevier BV,2020,2,165,691-700,Scopus,,6,10.1016/j.procs.2020.01.065,,http://dx.doi.org/10.1016/j.procs.2020.01.065,1877-0509,False,False
2020JUL101016jprocs202004100,Visual Speech Recognition using Fusion of Motion and Geometric Features,JUL,2019,JUN,2020,Radha N,Shahina A,Nayeemulla Khan A,,,,,inbook,Book Chapter,Procedia Computer Science,Elsevier BV,2020,6,171,924-933,Scopus,,5,10.1016/j.procs.2020.04.100,,http://dx.doi.org/10.1016/j.procs.2020.04.100,1877-0509,False,False
2020JUL101049ietspr20190226,Adaptive multi-band filter structure-based far-end speech enhancement,JUL,2020,JUN,2021,Muthu Philominal Actlin Jeeva,Thangavelu Nagarajan,Parthasarathy Vijayalakshmi,,,,,article,Journal,IET SIGNAL PROCESSING,WILEY-HINDAWI,2020,7,14,288-299,"Scopus, Web of Sciences",Q2,3,10.1049/iet-spr.2019.0226,,http://dx.doi.org/10.1049/iet-spr.2019.0226,1751-9675 1751-9683,False,False
2020JUL1010800952813x20201764630,Hierarchical classifier design for speech emotion recognition in the mixed-cultural environment,JUL,2019,JUN,2020,P. Vasuki,Chandrabose Aravindan,,,,,,article,Journal,JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE,TAYLOR & FRANCIS LTD,2020,6,33,451-466,"Scopus, Web of Sciences",Q1,1,10.1080/0952813x.2020.1764630,,http://dx.doi.org/10.1080/0952813x.2020.1764630,0952-813X 1362-3079,False,False
2020JUL10108813616641abc1fe,Investigation of heavy-ion strikes on a fin field-effect transistor-based low-noise amplifier,JUL,2020,JUN,2021,P Rajendiran,K K Nagarajan,R Srinivasan,,,,,article,Journal,SEMICONDUCTOR SCIENCE AND TECHNOLOGY,IOP PUBLISHING LTD,2020,11,35,125028,"Scopus, Web of Sciences",Q2,1,10.1088/1361-6641/abc1fe,,http://dx.doi.org/10.1088/1361-6641/abc1fe,0268-1242 1361-6641,False,False
2020JUL101093comjnlbxz017,An Improved Seed Point Selection-Based Unsupervised Color Clustering for Content-Based Image Retrieval Application,JUL,2019,JUN,2020,L K Pavithra,T Sree Sharmila,,,,,,article,Journal,COMPUTER JOURNAL,OXFORD UNIV PRESS,2020,1,63,337-350,"Scopus, Web of Sciences",Q2,3,10.1093/comjnl/bxz017,,http://dx.doi.org/10.1093/comjnl/bxz017,0010-4620 1460-2067,False,False
2020JUL101109jstsp20202972161,Data Augmentation using virtual microphone array synthesis and multi-resolution feature extraction for isolated word dysarthric speech recognition,JUL,2019,JUN,2020,Mariya Celin T A,Nagarajan Thangavelu,Vijayalakshmi P,,,,,article,Journal,IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2020,2,0,01-Jan,"Scopus, Web of Sciences",Q1,3,10.1109/jstsp.2020.2972161,,http://dx.doi.org/10.1109/jstsp.2020.2972161,1932-4553 1941-0484,False,False
2020JUL101109taslp20202986877,Multi-Level Single-Channel Speech Enhancement Using a Unified Framework for Estimating Magnitude and Phase Spectra,JUL,2019,JUN,2020,T. Lavanya,T. Nagarajan,P. Vijayalakshmi,,,,,article,Journal,IEEE-ACM TRANSACTIONS ON AUDIO SPEECH AND LANGUAGE PROCESSING,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2020,4,28,1315-1327,"Scopus, Web of Sciences",Q1,18,10.1109/taslp.2020.2986877,,http://dx.doi.org/10.1109/taslp.2020.2986877,2329-9290 2329-9304,False,False
