uniqueid,title,start_academic_month,start_academic_year,end_academic_month,end_academic_year,first_author,second_author,third_author,other_authors,is_student_author,student_name,student_batch,specification,publication_type,publication_name,publisher,year_of_publishing,month_of_publishing,volume,page_number,indexing,quartile,citation,doi,front_page_path,url,ISSN,verified,admin_verified,impact_factor
2020JUL101049ietspr20190226,"Adaptive multi-band filter structure-based far-end speech enhancement",JUL,2020,JUN,2021,"Muthu Philominal Actlin Jeeva","Thangavelu Nagarajan","Parthasarathy Vijayalakshmi",NULL,NULL,NULL,NULL,article,Journal,"IET SIGNAL PROCESSING",WILEY-HINDAWI,2020,7,14,288-299,"Scopus, Web of Sciences",Q3,7,10.1049/iet-spr.2019.0226,NULL,http://dx.doi.org/10.1049/iet-spr.2019.0226,"1751-9675 1751-9683",FALSE,FALSE,NULL
2020JUL1010800952813x20201764630,"Hierarchical classifier design for speech emotion recognition in the mixed-cultural environment",JUL,2019,JUN,2020,"P. Vasuki","Chandrabose Aravindan",NULL,NULL,NULL,NULL,NULL,article,Journal,"JOURNAL OF EXPERIMENTAL & THEORETICAL ARTIFICIAL INTELLIGENCE","TAYLOR &amp; FRANCIS LTD",2020,6,33,451-466,"Scopus, Web of Sciences",Q1,4,10.1080/0952813x.2020.1764630,NULL,http://dx.doi.org/10.1080/0952813x.2020.1764630,"0952-813X 1362-3079",FALSE,FALSE,NULL
2020JUL10108813616641abc1fe,"Investigation of heavy-ion strikes on a fin field-effect transistor-based low-noise amplifier",JUL,2020,JUN,2021,"P Rajendiran","K K Nagarajan","R Srinivasan",NULL,NULL,NULL,NULL,article,Journal,"SEMICONDUCTOR SCIENCE AND TECHNOLOGY","IOP PUBLISHING LTD",2020,11,35,125028,"Scopus, Web of Sciences",Q2,1,10.1088/1361-6641/abc1fe,NULL,http://dx.doi.org/10.1088/1361-6641/abc1fe,"0268-1242 1361-6641",FALSE,FALSE,1.9
2020JUL101093comjnlbxz017,"An Improved Seed Point Selection-Based Unsupervised Color Clustering for Content-Based Image Retrieval Application",JUL,2019,JUN,2020,"L K Pavithra","T Sree Sharmila",NULL,NULL,NULL,NULL,NULL,article,Journal,"COMPUTER JOURNAL","OXFORD UNIV PRESS",2020,1,63,337-350,"Scopus, Web of Sciences",Q2,11,10.1093/comjnl/bxz017,NULL,http://dx.doi.org/10.1093/comjnl/bxz017,"0010-4620 1460-2067",FALSE,FALSE,NULL
2020JUL101109jstsp20202972161,"Data Augmentation using virtual microphone array synthesis and multi-resolution feature extraction for isolated word dysarthric speech recognition",JUL,2019,JUN,2020,"Mariya Celin T A","Nagarajan Thangavelu","Vijayalakshmi P",NULL,NULL,NULL,NULL,article,Journal,"IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC",2020,2,0,01-Jan,"Scopus, Web of Sciences",Q1,24,10.1109/jstsp.2020.2972161,NULL,http://dx.doi.org/10.1109/jstsp.2020.2972161,"1932-4553 1941-0484",FALSE,FALSE,NULL
2020JUL101109taslp20202986877,"Multi-Level Single-Channel Speech Enhancement Using a Unified Framework for Estimating Magnitude and Phase Spectra",JUL,2019,JUN,2020,"T. Lavanya","T. Nagarajan","P. Vijayalakshmi",NULL,NULL,NULL,NULL,article,Journal,"IEEE-ACM TRANSACTIONS ON AUDIO SPEECH AND LANGUAGE PROCESSING","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC",2020,4,28,1315-1327,"Scopus, Web of Sciences",Q1,30,10.1109/taslp.2020.2986877,NULL,http://dx.doi.org/10.1109/taslp.2020.2986877,"2329-9290 2329-9304",FALSE,FALSE,5.4
2020JUL1021741573405615666191111142039,"Influence of Primary Auditory Cortex in the Characterization of Autism Spectrum in Young Adults using Brain Connectivity Parameters and Deep Belief Networks: An fMRI Study",JUL,2019,JUN,2020,"Vidhusha S","N. Udayakumar","Kavitha Anandan",None,No,None,None,article,Journal,"CURRENT MEDICAL IMAGING","BENTHAM SCIENCE PUBL LTD",2020,5,16,1059-1073,"Scopus, Web of Sciences",Q3,7,10.2174/1573405615666191111142039,NULL,http://dx.doi.org/10.2174/1573405615666191111142039,1573-4056,FALSE,FALSE,NULL
2020JUL1024425aoa2020134058,"A Study on the Impact of Lombard Effect on Recognition of Hindi Syllabic Units Using CNN Based Multimodal ASR Systems",JUL,2019,JUN,2020,"Uma Maheshwari S","Shahina A","Rishikesh R","Nayeemulla Khan A",NULL,NULL,NULL,article,Journal,"ARCHIVES OF ACOUSTICS","POLSKA AKAD NAUK, POLISH ACAD SCIENCES, INST FUNDAMENTAL TECH RES PAS",2020,4,0,NULL,"Scopus, Web of Sciences",Q3,4,10.24425/aoa.2020.134058,NULL,http://dx.doi.org/10.24425/aoa.2020.134058,"0137-5075 2300-262X",FALSE,FALSE,1
2020JUL103233xst200697,"An enhanced OCT image captioning system to assist ophthalmologists in detecting and classifying eye diseases",JUL,2020,JUN,2021,"Sivamurugan Vellakani","Indumathi Pushbam",NULL,NULL,NULL,NULL,NULL,article,Journal,"JOURNAL OF X-RAY SCIENCE AND TECHNOLOGY","IOS PRESS",2020,9,28,975-988,"Scopus, Web of Sciences",Q2,18,10.3233/xst-200697,NULL,http://dx.doi.org/10.3233/xst-200697,"0895-3996 1095-9114",FALSE,FALSE,3
2020JUL1035940ijiteea80861110120,"Epilepsy Prediction using a Combined LSTM - XGBoost System on EEG Signals",JUL,2020,JUN,2021,"Shanmuga Skandh Vinayak E","Shahina A","Nayeemulla Khan A",NULL,NULL,NULL,NULL,article,Journal,"International Journal of Innovative Technology and Exploring Engineering","Blue Eyes Intelligence Engineering and Sciences Publication",2020,11,10,18-24,Scopus,NULL,22,10.35940/ijitee.a8086.1110120,NULL,http://dx.doi.org/10.35940/ijitee.a8086.1110120,2278-3075,FALSE,FALSE,NULL
2020JUL1036548jeea20201003,"Remaining Useful Life (RUL) Estimation of Lead Acid Battery using Bayesian Approach",JUL,2019,JUN,2020,"Bhalaji N.","Rimi Chowdhury",NULL,NULL,NULL,NULL,NULL,article,Journal,"Journal of Electrical Engineering and Automation","Inventive Research Organization",2020,4,2,25-34,NULL,Q3,33,10.36548/jeea.2020.1.003,NULL,http://dx.doi.org/10.36548/jeea.2020.1.003,2582-3051,FALSE,FALSE,NULL
2020JUL1036548jei20201006,"EL DAPP - An Electricity Meter Tracking Decentralized Application",JUL,2019,JUN,2020,"Dr. Bhalaji N.","Shanmuga Skandh Vinayak E",NULL,NULL,NULL,NULL,NULL,article,Journal,"Journal of Electronics and Informatics","Inventive Research Organization",2020,4,2,49-71,NULL,Q3,29,10.36548/jei.2020.1.006,NULL,http://dx.doi.org/10.36548/jei.2020.1.006,2582-3825,FALSE,FALSE,NULL
2020JUL1036548jismac20204006,"Medical Data Management Using Blockchain",JUL,2020,JUN,2021,"Bhalaji N","Aishwarya V","Krithika Balaji",NULL,NULL,NULL,NULL,article,Journal,Dec-20,"Inventive Research Organization",2020,12,2,222-231,Scopus,Q3,2,10.36548/jismac.2020.4.006,NULL,http://dx.doi.org/10.36548/jismac.2020.4.006,2582-1369,FALSE,FALSE,NULL
2020JUL1036548jitdw20201003,"Fog Computing - A Rasperry Pi Decentralized Network",JUL,2019,JUN,2020,"Dr. Bhalaji N.","Shanmuga Skandh Vinayak E",NULL,NULL,NULL,NULL,NULL,article,Journal,"Journal of Information Technology and Digital World","Inventive Research Organization",2020,4,2,27-42,NULL,Q1,11,10.36548/jitdw.2020.1.003,NULL,http://dx.doi.org/10.36548/jitdw.2020.1.003,2582-418X,FALSE,FALSE,NULL
2020JUL1036548jscp20203001,"MOOCVERSITY - Deep Learning Based Dropout Prediction in MOOCs over Weeks",JUL,2020,JUN,2021,"Vignesh Muthukumar","Dr. Bhalaji N.",NULL,NULL,NULL,NULL,NULL,article,Journal,"Journal of Soft Computing Paradigm","Inventive Research Organization",2020,9,2,140-152,Scopus,Q2,23,10.36548/jscp.2020.3.001,NULL,http://dx.doi.org/10.36548/jscp.2020.3.001,2582-2640,FALSE,FALSE,NULL
2020JUL1040189781799830382ch009,"Inter-Hemispherical Investigations on the Functional Connectivity in Controls and Autism Spectrum Using Resting State fMRI",JUL,2019,JUN,2020,"S. Vidhusha","A. Kavitha",NULL,NULL,NULL,NULL,NULL,inbook,"Book Chapter","Advances in Computational Intelligence and Robotics","IGI Global",2020,2,0,169-186,NULL,NULL,0,10.4018/978-1-7998-3038-2.ch009,NULL,http://dx.doi.org/10.4018/978-1-7998-3038-2.ch009,"2327-0411 2327-042X",FALSE,FALSE,NULL
2020JUL107555jbr3420190043,"Deep learning approach to detect seizure using reconstructed phase space images",JUL,2019,JUN,2020,"N. Ilakiyaselvan","A. Nayeemulla Khan","A. Shahina",NULL,NULL,NULL,NULL,article,Journal,"Journal of Biomedical Research","Nanjing Medical University",2020,1,34,240,Scopus,Q2,53,10.7555/jbr.34.20190043,NULL,http://dx.doi.org/10.7555/jbr.34.20190043,1674-8301,FALSE,FALSE,2.3
2020JULaSrasmg,"TS-IoT: Trustworthy and Secure Smart Wearable Device for Child Tracking and Monitoring System",JUL,2020,JUN,2021,"S. Chithra","R. Yugha","Aishwarya S.","Mythreyi R., Niranjana Devi V.",No,NULL,NULL,article,Journal,"LINGUISTICA ANTVERPIENSIA",NULL,2021,5,0,994-1006,"Scopus, Web of Sciences",Q1,1,NULL,NULL,NULL,0304-2294,FALSE,FALSE,NULL
2020JULBvVSfFn,"Speech-based Virtual Travel Assistant for Visually Impaired",JUL,2020,JUN,2021,"Sripriya N","Poornima S","Mohanavalli S","Pooja Baiya R, Nikita V",No,NULL,NULL,inproceedings,Conference,"4th IEEE International Conference on Computer, Communications and Signal Processing (ICCCSP 2020) ",NULL,2020,9,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULDcGZAHI,"Study and analysis of pedestrian detection in thermal images using YOLO and SVM",JUL,2020,JUN,2021,"A. Narayanan","R. Darshan Kumar","R. RoselinKiruba","T. Sree Sharmila",No,NULL,NULL,inproceedings,Conference,"Virtual International Conference on Wireless Communications Signal Processing and Networking",NULL,2021,3,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULDHuaHgG,"Hand sign recognition by visible and thermal images using modified quality local thresholding technique",JUL,2020,JUN,2021,Gajalakshmi,"T. Sree Sharmila",NULL,NULL,No,NULL,NULL,article,Journal,"Journal of Environmental Protection and Ecology","Scibulcom Ltd.",2021,3,22,801-812,Scopus,Q3,1,NULL,NULL,https://scibulcom.net/en/article/7QXXrg0jJCYo4leu2Tp7,1311-5065,FALSE,FALSE,NULL
2020JULdiMlptJ,"A Survey on Visual Speech Recognition System Approaches",JUL,2020,JUN,2021,"N. Radha","A. Shahina","A. NayeemullaKhan",NULL,No,NULL,NULL,inproceedings,Conference,"IEEE International Conference on Artificial Intelligence and Smart systems (ICAIS 21)",NULL,2021,3,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULfJLbqmk,"Biometric identification using transient evoked otoacoustic emission signals based on recurrence plots and convolutional neural networks",JUL,2020,JUN,2021,"Shahina A","Harshini V",Dhanwin,"Khadar Nawas K, Nayeemulla Khan",No,NULL,NULL,article,Journal,"Journal of Huazhong University of Science and Technology",NULL,2021,1,0,NULL,Scopus,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULGssmIpJ,"Performance Analysis and Enhancement to Biometric based Attendance System",JUL,2020,JUN,2021,E.M.Malathy,"V. Sivamurugan","Sushmita Rajtilak",NULL,No,NULL,NULL,inproceedings,Conference,"4th IEEE International Conference on Computer, Communications and Signal Processing (ICCCSP 2020)",NULL,2020,9,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULGuqFeVu,"SSN-IT Chatbot",JUL,2020,JUN,2021,"I. Joe Louis Paul","Dr. S. Sasirekha",NULL,NULL,No,NULL,NULL,inproceedings,Conference,"International Conference on Intelligent Computing, Smart Communication and Network Technologies- ICICSCNT2021 in Virtual Mode",NULL,2021,3,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULjAZBCks,"EDA on the relation between Covid-19 cases and climatic zones, GDP and HDI",JUL,2020,JUN,2021,"A. Shahina","Mahima. S","Kaushika. P",NULL,No,NULL,NULL,inproceedings,Conference,"4th International Conference on Covid-19 Studies",NULL,2021,4,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULJvBNoDV,"Investigation of analog single event transient on low noise amplifier in X and Ka bands",JUL,2020,JUN,2021,"P. Rajendran","R. Srinivasan",None,None,No,None,None,inproceedings,Conference,"2020 IEEE REGION 10 CONFERENCE (TENCON)",None,2020,11,0,None,None,None,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULjWDlxnM,"A Study on Ensemble feature learning for Material Recognition",JUL,2020,JUN,2021,"J. Sofia Jennifer","T. Sree Sharmila","K. Gowtham","R. Ishwarya",No,NULL,NULL,inproceedings,Conference,NULL,NULL,2021,4,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULjXzIDMS,"Prediction of Indian GDP using Grey Forecast Model",JUL,2020,JUN,2021,"V. Laasya Subramanyam","V. Sasya Subramanyam","Shamita Dev  ","Shruthi Arun",No,NULL,NULL,article,Journal,"International journal of innovative technology and exploring engineering (IJITEE)",NULL,2020,12,10,NULL,Scopus,NULL,0,NULL,NULL,NULL,2278-3075,FALSE,FALSE,NULL
2020JULLvFEslG,"Reel or Real Ã¢â‚¬â€œ Survey of Machine Learning to Adversarial Machine Learning Algorithms for Fake Content Detection in the Education Domain",JUL,2020,JUN,2021,"S. Karthika","Janice Marian Jockim","Meghana K",NULL,No,NULL,NULL,inproceedings,Conference,"2nd International Conference on IoT, Social, Mobile Analytics and Cloud in Computational Vision and Bio- Engineering (ISMAC-CVB 2020)",NULL,2020,10,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULOHSNSzI,"SSN NLP@ SardiStance: Stance Detection from Italian Tweets using RNN and Transformers",JUL,2020,JUN,2021,"Kayalvizhi. S","D. Thenmozhi","Aravindan Chandrabose",NULL,No,NULL,NULL,inproceedings,Conference,NULL,NULL,2020,12,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULOLCimrV,"Modeling a Behavioral Scoring System for Lending Loans using Twitter",JUL,2020,JUN,2021,"S. Karthika","Suthanthiradevi. P","SrividhyaSaradha. K",NULL,No,NULL,NULL,inproceedings,Conference,NULL,NULL,2021,1,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULOoiNKFs,"Design of Compact Chargeable Device",JUL,2020,JUN,2021,"J. K. Josephine Julina","S. Avinash","P.G. Abinaya","S. Naveen",No,NULL,NULL,inproceedings,Conference,"International Conference on IoT Based Control Networks and Intelligent Systems (ICICNIS 2020)",NULL,2020,12,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULpOYpMhi,"A Polyhouse: Plant Monitoring and Disease Detection using CNN",JUL,2020,JUN,2021,"N. Radha","R. Swathika",NULL,NULL,No,NULL,NULL,inproceedings,Conference,"IEEE International Conference on Artificial Intelligence and Smart systems (ICAIS'21)",NULL,2021,3,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULpXUfiOM,"Dominant Color and Uniform Local Binary Pattern Based Image Retrieval",JUL,2020,JUN,2021,"L. K. Pavithra","T. Sree Sharmila",NULL,NULL,No,NULL,NULL,inproceedings,Conference,"International Conference on Advances in Electrical, Computing, Communication and Sustainable Technologies (ICAECT)",NULL,2021,2,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULRJowQiy,"Best Matching Algorithm to Identify and Rank the Relevant Statutes",JUL,2020,JUN,2021,"S Kayalvizhi","Thenmozhi D","Chandrabose Aravindan",NULL,No,NULL,NULL,inproceedings,Conference,NULL,NULL,2020,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULrsscxpo,"Improving Elasticity in cloud computing using Predictive Algorithms",JUL,2020,JUN,2021," V. Arulkumar",NULL,NULL,NULL,No,NULL,NULL,inproceedings,Conference,"IEEE Sponsored International Conference on Smart Technologies in Computing, Electrical and Electronics (ICSTCEE-2020)",NULL,2020,10,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULrSugnjG,"PeopleXploitToolstack for Open Intelligence",JUL,2020,JUN,2021,"S. Karthika","R. Meenakshi","A.K. Buvanasri","V. Arjun Anand",No,NULL,NULL,inproceedings,Conference,"IEEE International Conference on Computer, Communications and Signal Processing (ICCCSP 2020)",NULL,2020,9,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULsCTOpsp,"Unsupervised Extractive Text Summarization Using Hierarchical Clustering",JUL,2020,JUN,2021,"N. Sripriya",NULL,NULL,NULL,No,NULL,NULL,inproceedings,Conference,"International Online Conference on Current Trends and Challenges in Health Care Informatics and Technology",NULL,2020,12,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULtblohho,"Drowsiness Detection System using Visual Articulators",JUL,2020,JUN,2021,"Radha N","Malathy E.M","Swathika R"," Janani R B, Anto Silviya R",No,NULL,NULL,inproceedings,Conference,"IEEE Scopus indexed Third International Conference on Intelligent Communication Technologies and Virtual Private Networks (ICICV 2021)",NULL,2021,2,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULtCCXnXI,"Speech Based Object Tracking System",JUL,2020,JUN,2021,"P Vasuki","Harini R","Kavya Priya B","Vishal V",No,NULL,NULL,inproceedings,Conference," 4th IEEE International Conference on Computer, Communications and Signal Processing (ICCCSP 2020)",NULL,2020,9,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULvXVunNr,"GAN based Data Augmentation for Enhanced Tumor Classification",JUL,2020,JUN,2021,"Dhivya S","Mohanavalli S","Karthika S","Shivani S, Mageswari R",No,NULL,NULL,inproceedings,Conference,"4th IEEE International Conference on Computer, Communications and Signal Processing (ICCCSP 2020)",NULL,2020,9,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULwaoJZkY,"Detecting Funniness Level Using Traditional Learning with Sentence Embeddings",JUL,2020,JUN,2021,"Kayalvizhi S","Thenmozhi D","Aravindan Chandrabose",NULL,No,NULL,NULL,inproceedings,Conference,NULL,NULL,2021,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULxgiRwUn,"Identifying Influential nodes in Planar Trusses and Meshes using centrality measures",JUL,2020,JUN,2021,"Sowmya K","Srinidhi S",NULL,NULL,No,NULL,NULL,inproceedings,Conference,"Second International Conference on Recent Advances in Materials and Manufacturing (ICRAMM 2020)",NULL,2020,11,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULXRbWpTx,"Investigating Cognitive Global Coordination in normal and autistic children using VR environments- An EEG Study",JUL,2020,JUN,2021,"Chrisilla S","Tharun R Ragav","Vidhusha S","A. Kavitha",No,NULL,NULL,inproceedings,Conference,"10th International IEEE/EMBS Conference on Neural Engineering (NER 2021)",NULL,2021,5,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2020JULxRvuWKZ,"Investigations of Shallow and Deep Learning Algorithms for Tumor Detection",JUL,2020,JUN,2021,"Dhivya S","Jenifer Anjali R","Mohanavalli S","Sripriya N, Kavitha S",No,NULL,NULL,inproceedings,Conference,NULL,NULL,2020,9,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,FALSE,NULL
2021JUL101002dac4941,"Metamaterial-loaded multiband antenna for embedded automotive Internet-of-Things communications",JUL,2021,JUN,2022,"Malathy E M","Thanikachalam V","Ruby D","Manikandan N",NULL,NULL,NULL,article,Journal,"INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS",WILEY,2021,10,34,NULL,"Scopus, Web of Sciences",Q2,6,10.1002/dac.4941,NULL,http://dx.doi.org/10.1002/dac.4941,"1074-5351 1099-1131",FALSE,FALSE,2.1
2021JUL101007978981334305471,"NoRegINT--A Tool for Performing OSINT and Analysis from Social Media",JUL,2020,JUN,2021,"S. Karthika","N. Bhalaji","S. Chithra","N. Sri Harikarthick, Debadyuti Bhattacharya",NULL,NULL,NULL,inbook,"Book Chapter","Lecture Notes in Networks and Systems","Springer Nature",2021,3,173,971-980,Scopus,NULL,0,10.1007/978-981-33-4305-4_71,NULL,http://dx.doi.org/10.1007/978-981-33-4305-4_71,"2367-3370 2367-3389",FALSE,FALSE,NULL
2021JUL101007s0037102102154x,"Degenerative disc disease diagnosis from lumbar MR images using hybrid features",JUL,2020,JUN,2021,"A. Beulah","T. Sree Sharmila","V. K. Pramod",NULL,NULL,NULL,NULL,article,Journal,"VISUAL COMPUTER",SPRINGER,2021,5,38,2771-2783,"Scopus, Web of Sciences",Q2,7,10.1007/s00371-021-02154-x,NULL,http://dx.doi.org/10.1007/s00371-021-02154-x,"0178-2789 1432-2315",FALSE,FALSE,3.5
2021JUL101007s00371021023121,"A novel data hiding by image interpolation using edge quad-tree block complexity",JUL,2021,JUN,2022,"R. RoselinKiruba","T. Sree Sharmila",NULL,NULL,NULL,NULL,NULL,article,Journal,"VISUAL COMPUTER",SPRINGER,2021,10,39,59-72,"Scopus, Web of Sciences",Q2,11,10.1007/s00371-021-02312-1,NULL,http://dx.doi.org/10.1007/s00371-021-02312-1,"0178-2789 1432-2315",FALSE,FALSE,3.5
2021JUL101007s10115021015922,"Tweet-scan-post: a system for analysis of sensitive private data disclosure in online social media",JUL,2021,JUN,2022,"R. Geetha","S. Karthika","Ponnurangam Kumaraguru",NULL,NULL,NULL,NULL,article,Journal,"KNOWLEDGE AND INFORMATION SYSTEMS","SPRINGER LONDON LTD",2021,7,63,2365-2404,"Scopus, Web of Sciences",Q1,8,10.1007/s10115-021-01592-2,NULL,http://dx.doi.org/10.1007/s10115-021-01592-2,"0219-1377 0219-3116",FALSE,FALSE,2.7
2021JUL101007s10462020099075,"Understanding Lombard speech: a review of compensation techniques towards improving speech based recognition systems",JUL,2020,JUN,2021,"S. Uma Maheswari","A. Shahina","A. Nayeemulla Khan",NULL,NULL,NULL,NULL,article,Journal,"ARTIFICIAL INTELLIGENCE REVIEW",SPRINGER,2021,4,54,2495-2523,"Scopus, Web of Sciences",Q1,17,10.1007/s10462-020-09907-5,NULL,http://dx.doi.org/10.1007/s10462-020-09907-5,"0269-2821 1573-7462",FALSE,FALSE,NULL
2021JUL101007s1077202109888y,"A deep learning approach for robust speaker identification using chroma energy normalized statistics and mel frequency cepstral coefficients",JUL,2021,JUN,2022,"J. V. Thomas Abraham","A. Nayeemulla Khan","A. Shahina",NULL,NULL,NULL,NULL,article,Journal,"International Journal of Speech Technology","Springer Netherlands",2021,8,26,579-587,Scopus,Q1,9,10.1007/s10772-021-09888-y,NULL,http://dx.doi.org/10.1007/s10772-021-09888-y,"1381-2416 1572-8110",FALSE,FALSE,NULL
2021JUL101007s1104501900697w,"Secure data hiding by fruit fly optimization improved hybridized seeker algorithm",JUL,2020,JUN,2021,"R. Roselin Kiruba","T. Sree Sharmila",NULL,NULL,NULL,NULL,NULL,article,Journal,"MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING",SPRINGER,2021,4,32,405-430,"Scopus, Web of Sciences",Q2,26,10.1007/s11045-019-00697-w,NULL,http://dx.doi.org/10.1007/s11045-019-00697-w,"0923-6082 1573-0824",FALSE,FALSE,NULL
2021JUL101007s11063021105462,"EarNet: Biometric Embeddings for End to End Person Authentication System Using Transient Evoked Otoacoustic Emission Signals",JUL,2021,JUN,2022,"Akshath Varugeese","A. Shahina","Khadar Nawas","A. Nayeemulla Khan",NULL,NULL,NULL,article,Journal,"NEURAL PROCESSING LETTERS",SPRINGER,2021,11,54,21-41,"Scopus, Web of Sciences",Q2,3,10.1007/s11063-021-10546-2,NULL,http://dx.doi.org/10.1007/s11063-021-10546-2,"1370-4621 1573-773X",FALSE,FALSE,3.1
2021JUL101007s1127702007907w,"Blockchain Based Chameleon Hashing Technique for Privacy Preservation in E-Governance System",JUL,2021,JUN,2022,"M. V. Ranjith Kumar","N. Bhalaji",NULL,NULL,NULL,NULL,NULL,article,Journal,"WIRELESS PERSONAL COMMUNICATIONS",SPRINGER,2020,11,117,987-1006,"Scopus, Web of Sciences",Q2,33,10.1007/s11277-020-07907-w,NULL,http://dx.doi.org/10.1007/s11277-020-07907-w,"0929-6212 1572-834X",FALSE,FALSE,2.2
2021JUL101007s1127702108934x,"Hybrid Bird Swarm Optimized Quasi Affine Algorithm Based Node Location in Wireless Sensor Networks",JUL,2021,JUN,2022,"E. M. Malathy","Mythili Asaithambi","Alagu Dheeraj","Kannan Arputharaj",NULL,NULL,NULL,article,Journal,"WIRELESS PERSONAL COMMUNICATIONS",SPRINGER,2021,8,122,947-962,"Scopus, Web of Sciences",Q2,9,10.1007/s11277-021-08934-x,NULL,http://dx.doi.org/10.1007/s11277-021-08934-x,"0929-6212 1572-834X",FALSE,FALSE,2.2
2021JUL101007s1265201901655x,"Performance analysis of nature inspired load balancing algorithm in cloud environment",JUL,2020,JUN,2021,"V. Arulkumar","N. Bhalaji",NULL,NULL,NULL,NULL,NULL,article,Journal,"Journal of Ambient Intelligence and Humanized Computing","Springer Verlag",2021,3,12,3735-3742,Scopus,Q1,42,10.1007/s12652-019-01655-x,NULL,http://dx.doi.org/10.1007/s12652-019-01655-x,"1868-5137 1868-5145",FALSE,FALSE,NULL
2021JUL101007s4187002100774z,"Performance evaluation of encryption algorithm using fruit fly optimization improved hybridized seeker and PVD algorithm",JUL,2021,JUN,2022,"R. Roselinkiruba","T. Sree Sharmila",NULL,NULL,NULL,NULL,NULL,article,Journal,"International Journal of Information Technology (Singapore)","Springer Science + Business Media",2021,8,13,1797-1803,Scopus,Q2,12,10.1007/s41870-021-00774-z,NULL,http://dx.doi.org/10.1007/s41870-021-00774-z,"2511-2104 2511-2112",FALSE,FALSE,NULL
2021JUL101016jbspc2021103278,"Reconstructed phase space portraits for detecting brain diseases using deep learning",JUL,2021,JUN,2022,"N. Ilakiyaselvan","A. Nayeemulla Khan","A. Shahina",NULL,NULL,NULL,NULL,article,Journal,"BIOMEDICAL SIGNAL PROCESSING AND CONTROL","ELSEVIER SCI LTD",2021,10,71,103278,"Scopus, Web of Sciences",Q1,6,10.1016/j.bspc.2021.103278,NULL,http://dx.doi.org/10.1016/j.bspc.2021.103278,1746-8094,FALSE,FALSE,5.1
2021JUL1010800377206320211892539,"Miniaturized Dual-Band Metamaterial-Loaded Antenna for Heterogeneous Vehicular Communication Networks",JUL,2020,JUN,2021,"E. M. Malathy","I. R. Praveen Joe","P. Ajitha",NULL,NULL,NULL,NULL,article,Journal,"IETE JOURNAL OF RESEARCH","TAYLOR & FRANCIS LTD",2021,3,69,2436-2445,"Scopus, Web of Sciences",Q2,12,10.1080/03772063.2021.1892539,NULL,http://dx.doi.org/10.1080/03772063.2021.1892539,"0377-2063 0974-780X",FALSE,FALSE,1.5
